customerId,itemId,itemName,quantity,orderDate,isHoliday,isFestival,season,timeSlot
23554,7521,Belleame Peanut Bite Biscuit -240gm,1.0,2023-01-01 09:00:00,0,1,Winter,Morning
23556,26534,Knorr Thai Soup- 28g,1.0,2023-01-01 13:00:00,0,1,Winter,Afternoon
23562,3823,Aarong Pasturized Liquid Milk-1Ltr Reg.,1.0,2023-01-01 18:00:00,0,1,Winter,Evening
23562,332,ACI Pure Salt-1Kg,1.0,2023-01-01 18:00:00,0,1,Winter,Evening
23565,14997,Sweet Pumpkin(kg),3.06,2023-01-01 21:00:00,0,1,Winter,Night
23567,31898,Asha Ladies bag-0072,1.0,2023-01-02 02:00:00,0,0,Winter,Night
23570,4969,Detos CW Chips-30gm,1.0,2023-01-02 07:00:00,0,0,Winter,Morning
23573,2915,P.Drinko Float Lichi Drink-250ml,2.0,2023-01-02 09:00:00,0,0,Winter,Morning
23411,26627,Sajeeb Noodles-180g (TS),1.0,2023-01-02 12:00:00,0,0,Winter,Afternoon
23427,14975,Capsicum Yellow(kg),0.72,2023-01-02 15:00:00,0,0,Winter,Afternoon
23395,31849,RF Fotua-064,1.0,2023-01-02 18:00:00,0,0,Winter,Evening
23404,13988,Beef Bone Full,0.59,2023-01-02 23:00:00,0,0,Winter,Night
23409,12826,Chia Seed (Dana) New-100g,1.0,2023-01-03 03:00:00,0,0,Winter,Night
23424,13988,Beef Bone Full,1.06,2023-01-03 06:00:00,0,0,Winter,Morning
23428,13988,Beef Bone Full,0.55,2023-01-03 11:00:00,0,0,Winter,Morning
23429,4122,Clear Complete Active Care Shampoo-330ml,1.0,2023-01-03 13:00:00,0,0,Winter,Afternoon
23380,2306,Harpic Total Powder-400gm,1.0,2023-01-03 17:00:00,0,0,Winter,Evening
23380,6812,Horlicks Classic Malt-250gm Jar,1.0,2023-01-03 17:00:00,0,0,Winter,Evening
23411,13985,Cow Lever-K,0.52,2023-01-03 19:00:00,0,0,Winter,Evening
23386,4891,Sensitive Ex Pepsodent Toothpaste-80g,1.0,2023-01-03 23:00:00,0,0,Winter,Night
23380,13985,Cow Lever-K,3.4,2023-01-04 04:00:00,0,0,Winter,Night
23407,27353,Nivea Body Spray Fresh Natural - 150ml,1.0,2023-01-04 05:00:00,0,0,Winter,Night
23423,787,Cardmom-50gm(Alachi),1.0,2023-01-04 09:00:00,0,0,Winter,Morning
23380,16245,Polar Choco Crombo Ice Cream-1ltr,1.0,2023-01-04 11:00:00,0,0,Winter,Morning
23442,1341,Nestle Kitkat Chunky-40g,1.0,2023-01-04 16:00:00,0,0,Winter,Afternoon
23381,13988,Beef Bone Full,3.51,2023-01-04 20:00:00,0,0,Winter,Evening
23390,3179,Starship Mango Juice 250ml pack,2.0,2023-01-04 21:00:00,0,0,Winter,Night
23410,13988,Beef Bone Full,1.01,2023-01-04 22:00:00,0,0,Winter,Night
23424,7444,Pringles Cheesy Cheese-142g IDC,1.0,2023-01-05 01:00:00,0,0,Winter,Night
23553,13891,GH Chicken Sausage-340gm,1.0,2023-01-05 04:00:00,0,0,Winter,Night
23557,13988,Beef Bone Full,3.55,2023-01-05 06:00:00,0,0,Winter,Morning
23557,27732,fun Chocolate Cake,4.0,2023-01-05 06:00:00,0,0,Winter,Morning
23557,4878,Meril Baby Gel T Paste 45gm Organge,1.0,2023-01-05 06:00:00,0,0,Winter,Morning
23562,5834,Fortune KG Mustard Oil- 500ml,1.0,2023-01-05 10:00:00,0,0,Winter,Morning
23565,14957,Lati Thik(Kg),0.5,2023-01-05 14:00:00,0,0,Winter,Afternoon
23568,26885,Nescafe 3in1-6Pcs-15g,1.0,2023-01-05 17:00:00,0,0,Winter,Evening
23575,15106,Wood Apple Small (Bell),1.0,2023-01-05 21:00:00,0,0,Winter,Night
23579,15131,Atta Fruits,0.52,2023-01-06 01:00:00,0,0,Winter,Night
23580,3823,Aarong Pasturized Liquid Milk-1Ltr Reg.,4.0,2023-01-06 02:00:00,0,0,Winter,Night
23384,16232,Polar Ice Cream Chocolate-1Ltr(Tub),1.0,2023-01-06 05:00:00,0,0,Winter,Night
23398,1355,Toblerone Chocolate- 100g,1.0,2023-01-06 10:00:00,0,0,Winter,Morning
23435,26432,G. BR Vitamin-C Face Wash-50g,1.0,2023-01-06 13:00:00,0,0,Winter,Afternoon
23442,12515,Gluco Max D- 400g,1.0,2023-01-06 18:00:00,0,0,Winter,Evening
23380,27,Pran Toast-250g,1.0,2023-01-06 19:00:00,0,0,Winter,Evening
23387,3,Improved Jet- 200gm Poly Pack,1.0,2023-01-06 21:00:00,0,0,Winter,Night
23405,864,Pran Haleem Mix(200g),1.0,2023-01-07 01:00:00,0,0,Winter,Night
23412,4878,Meril Baby Gel T Paste 45gm Organge,1.0,2023-01-07 02:00:00,0,0,Winter,Night
23429,7190,Baqarah Pasteurized Milk- 1L,1.0,2023-01-07 06:00:00,0,0,Winter,Morning
23380,976,Lata Rice-KG,5.02,2023-01-07 08:00:00,0,0,Winter,Morning
23411,32441,Ela vista pomace olive oil 250 ml,1.0,2023-01-07 10:00:00,0,0,Winter,Morning
23398,1677,Cadbury Silk Oreo - 130gm,3.0,2023-01-07 11:00:00,0,0,Winter,Morning
23407,42915,Rok Handwash Fruity-200ml(Buy2 Get1 Free),1.0,2023-01-07 13:00:00,0,0,Winter,Afternoon
23420,12823,Jafran,1.0,2023-01-07 18:00:00,0,0,Winter,Evening
23427,24717,B Toilet Tissue Extra Saving Pack 4Rolls,1.0,2023-01-07 20:00:00,0,0,Winter,Evening
23380,15279,Thai Papaya Ripe Red Lady,3.02,2023-01-08 00:00:00,0,0,Winter,Night
23440,14843,Cucumber Deshi (kg),2.3,2023-01-08 04:00:00,0,0,Winter,Night
23441,292,Super White Powder-1000g,2.0,2023-01-08 08:00:00,0,0,Winter,Morning
23442,4969,Detos CW Chips-30gm,2.0,2023-01-08 12:00:00,0,0,Winter,Afternoon
23400,13780,C.N Chicken Garlic Meatball-250gm,1.0,2023-01-08 17:00:00,0,0,Winter,Evening
23414,1648,Dairy Milk Fruit & Nut Chocolate-36g,1.0,2023-01-08 20:00:00,0,0,Winter,Evening
23447,9877,Skin Cafe Aloe Vera Gel -240ml,1.0,2023-01-08 21:00:00,0,0,Winter,Night
23380,4968,Yokozona Twisty Goodness Crackers-60g,1.0,2023-01-09 01:00:00,0,0,Winter,Night
23380,898,Radhuni Biriyani Masala-40g,1.0,2023-01-09 01:00:00,0,0,Winter,Night
23380,31249,Milk Merry Biscuits-240gm,1.0,2023-01-09 01:00:00,0,0,Winter,Night
23380,13348,Pandan Kaya Bread- 225g,1.0,2023-01-09 01:00:00,0,0,Winter,Night
23483,31535,GD Tex Ind Ladies 3pcs-353347(4/23),1.0,2023-01-09 03:00:00,0,0,Winter,Night
23380,788,Cardmom-100gm(Alachi),1.0,2023-01-09 07:00:00,0,0,Winter,Morning
23494,13722,CP Chicken Nugget-320g,1.0,2023-01-09 09:00:00,0,0,Winter,Morning
23500,12743,Buter Halua-300g,1.0,2023-01-09 11:00:00,0,0,Winter,Morning
23503,13691,Roja Deshi Classic Paratha-1300gm,2.0,2023-01-09 15:00:00,0,0,Winter,Afternoon
23509,24709,Bashundhara Paper Napkin-100p,1.0,2023-01-09 20:00:00,0,0,Winter,Evening
23517,7190,Baqarah Pasteurized Milk- 1L,1.0,2023-01-09 22:00:00,0,0,Winter,Night
23455,7017,Good Life Mozzarella Cheese-200gm,1.0,2023-01-10 00:00:00,0,0,Winter,Night
23460,42617,Jhok Mok Dishwash Bar 300gmB2 get 100gm Free,1.0,2023-01-10 04:00:00,0,0,Winter,Night
23464,32190,Aradhya Punjabi-2610,1.0,2023-01-10 06:00:00,0,0,Winter,Morning
23467,22235,Coca Cola-2.25Lt(Pet),1.0,2023-01-10 08:00:00,0,0,Winter,Morning
23472,2915,P.Drinko Float Lichi Drink-250ml,2.0,2023-01-10 12:00:00,0,0,Winter,Afternoon
23380,26766,Mr.Noodles Easy Masala-8pcs,1.0,2023-01-10 16:00:00,0,0,Winter,Afternoon
23380,32441,Ela vista pomace olive oil 250 ml,1.0,2023-01-10 16:00:00,0,0,Winter,Afternoon
23380,13352,Queens Egg Bread- 125g,1.0,2023-01-10 16:00:00,0,0,Winter,Afternoon
23492,11200,Lux Fragrant Skin Body Wash-245ml,1.0,2023-01-10 17:00:00,0,0,Winter,Evening
23493,23252,Dewan Baby Punjabi -055,1.0,2023-01-10 22:00:00,0,0,Winter,Night
23498,16238,Polar Ice-Cream Mango Mellow-1Ltr,1.0,2023-01-11 03:00:00,0,0,Winter,Night
23500,2343,Vixol B Cleaner- 450ml  All,1.0,2023-01-11 05:00:00,0,0,Winter,Night
23465,10059,PC Eyeliner Midnight Black- 503,1.0,2023-01-11 10:00:00,0,0,Winter,Morning
23431,31379,Olympic Energy Plus Malai Bis-45gm,1.0,2023-01-11 12:00:00,0,0,Winter,Afternoon
23440,30590,Multi Purpose Container 15L-91015,1.0,2023-01-11 13:00:00,0,0,Winter,Afternoon
23453,13531,Kazi Chicken keema Paratha-250g,1.0,2023-01-11 17:00:00,0,0,Winter,Evening
23460,389,Sajeeb Soft Drink Powder Mango -250gm,1.0,2023-01-11 21:00:00,0,0,Winter,Night
23380,7173,Tang Orange - 200gm {Pkt},1.0,2023-01-12 01:00:00,0,0,Winter,Night
23492,29127,Fair & Lovely BB Cream-18g,1.0,2023-01-12 06:00:00,0,0,Winter,Morning
23519,30801,Pesta Nut-50g,1.0,2023-01-12 07:00:00,0,0,Winter,Morning
23519,545,Golden Raisin (Kismis)-200gm,2.0,2023-01-12 07:00:00,0,0,Winter,Morning
4959,3182,Starship Chocolate Milk-200ml,1.0,2023-01-12 12:00:00,0,0,Winter,Afternoon
23530,898,Radhuni Biriyani Masala-40g,1.0,2023-01-12 17:00:00,0,0,Winter,Evening
18557,3123,G. Naturals Deep Black-20ml,1.0,2023-01-12 18:00:00,0,0,Winter,Evening
23380,25476,Prince Super Vermichelli Semai-150gm,4.0,2023-01-12 19:00:00,0,0,Winter,Evening
23471,31973,Ch Baby Frock -2122 (4/23),1.0,2023-01-12 20:00:00,0,0,Winter,Evening
23380,14998,Capsicum Green,0.27,2023-01-12 21:00:00,0,0,Winter,Night
23492,30354,Monia Lock Rtg Container 1450ml-917828,1.0,2023-01-13 01:00:00,0,0,Winter,Night
23506,30801,Pesta Nut-50g,1.0,2023-01-13 04:00:00,0,0,Winter,Night
23522,31795,Sk Purbani Lungi-055,1.0,2023-01-13 07:00:00,0,0,Winter,Morning
23523,30611,Sagu-500g,2.0,2023-01-13 08:00:00,0,0,Winter,Morning
23523,3720,Suree Oyster Sauce-295ml,1.0,2023-01-13 08:00:00,0,0,Winter,Morning
23523,3792,Italiano Hot Chilli Sauce-340g,1.0,2023-01-13 08:00:00,0,0,Winter,Morning
23456,15180,Akher Sugar -1kg,2.0,2023-01-13 11:00:00,0,0,Winter,Morning
23380,30743,Senora S.Nap Eco(Belt)-15s Pad,1.0,2023-01-13 14:00:00,0,0,Winter,Afternoon
23380,2149,Sensodyne Deep Clean Toothbrush,1.0,2023-01-13 14:00:00,0,0,Winter,Afternoon
23537,13637,Pastry Sheet - 500g,1.0,2023-01-13 15:00:00,0,0,Winter,Afternoon
23552,32206,Aradhya Punjabi-2605,1.0,2023-01-13 18:00:00,0,0,Winter,Evening
23380,6857,Potato  Deshi New-1kg,14.85,2023-01-13 23:00:00,0,0,Winter,Night
23468,30952,H&S Black Bourbon Biscut(All) -100g,1.0,2023-01-14 01:00:00,0,0,Winter,Night
23380,708,Radhuni Chatpati Masala 50Gm,2.0,2023-01-14 03:00:00,0,0,Winter,Night
23380,3739,Hot Pran Tomato Sauce-500gm,1.0,2023-01-14 03:00:00,0,0,Winter,Night
23498,1677,Cadbury Silk Oreo - 130gm,1.0,2023-01-14 04:00:00,0,0,Winter,Night
23472,774,Cumin-200gm,1.0,2023-01-14 08:00:00,0,0,Winter,Morning
23478,32107,Ch Baby Frock -8007 (4/23),1.0,2023-01-14 09:00:00,0,0,Winter,Morning
23380,3612,Italiano Sweet Chilli Sauce-340g,1.0,2023-01-14 13:00:00,0,0,Winter,Afternoon
18557,4534,Lux Jasmine & Vitamin E Soap-150g,1.0,2023-01-14 15:00:00,0,0,Winter,Afternoon
23549,14844,Banana Green Small-kg,0.39,2023-01-14 16:00:00,0,0,Winter,Afternoon
23553,768,Cinnamon-100g (Daruchine),1.0,2023-01-14 21:00:00,0,0,Winter,Night
23554,12834,Prince Betel Spice 100gm,1.0,2023-01-15 00:00:00,0,0,Winter,Night
23551,6857,Potato  Deshi New-1kg,4.98,2023-01-15 04:00:00,0,0,Winter,Night
23550,23256,Dewan Punjabi - 056,1.0,2023-01-15 07:00:00,0,0,Winter,Morning
23557,27729,Yum Muffin Cake,2.0,2023-01-15 10:00:00,0,0,Winter,Morning
23560,4841,Sun Chips Tomato Tango-75gm,1.0,2023-01-15 11:00:00,0,0,Winter,Morning
23562,2043,Rupchanda Soyabean-5Ltr,1.0,2023-01-15 14:00:00,0,0,Winter,Afternoon
23562,886,Radhuni Chilli Powder -200gm,1.0,2023-01-15 14:00:00,0,0,Winter,Afternoon
23565,14959,Ladies Finger (Vendi)-kg,0.83,2023-01-15 19:00:00,0,0,Winter,Evening
23573,3565,Studio X Face Wash Brightening-100ml,1.0,2023-01-15 22:00:00,0,0,Winter,Night
23582,13988,Beef Bone Full,1.1,2023-01-15 23:00:00,0,0,Winter,Night
